,Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future, Grant_Existing , Grant_FY , Grant_Future ,GO_Expended,Capital_Year_0, CapitalYear_1 ,Capital_Year_25,Grant_Expended,Grant_Year_0, Grant_Year_1 ,GrantYear_25,External_Funds,Total_Project_Budget
123,12,Forensics Unit Facility Upgrades,renovate interior space at bpd headquarters to redesign and expand the forensic unit,Public Facilities Department,To Be Scheduled,Roxbury,60000,0,0,0,0,0,0,25000,35000,0,0,0,0,0,0,60000.0
124,12,Headquarters Roof and Elevator Replacement,replace roof and elevators,Public Facilities Department,In Construction,Roxbury,7200000,0,0,0,0,0,309452,750000,6140548,0,0,0,0,0,0,7200000.0
125,12,Police Academy Study,programming and siting study to evaluate space requirements for the police academy,Public Facilities Department,Study Underway,Citywide,134000,0,0,0,0,0,0,50000,84000,0,0,0,0,0,0,134000.0
126,12,Police Facility Signage,design and installation of upgraded signage at bpd facilities,Public Facilities Department,In Design,Citywide,1000000,0,0,0,0,0,48000,100000,500000,352000,0,0,0,0,0,1000000.0
127,12,Records Management Replacement,replace existing records management system,Boston Police Department,Implementation Underway,Citywide,2850000,0,0,0,0,0,1520254,250000,1079746,0,0,0,0,0,0,2850000.0
128,12,Special Operations Unit Facility Upgrades,study to evaluate relocation of the eod unit,Public Facilities Department,To Be Scheduled,Citywide,100000,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000.0
129,12,Station Facility Repairs,capital maintenance at various bpd facilities including exterior repairs,Boston Police Department,To Be Scheduled,Multiple Neighborhoods,1500000,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,1500000.0
130,12,Technology Upgrades at District Stations,software upgrades to enhance digital security at bpd locations,Boston Police Department,Implementation Underway,Multiple Neighborhoods,1432000,0,0,0,0,0,0,0,0,1432000,0,0,0,0,0,1432000.0
131,13,201 Rivermoor,install new backup generator and high density shelving for city archives upgrade hvac to optimize building conditions for long term storage relocate the archeology department,Public Facilities Department,In Design,West Roxbury,2160000,0,0,0,0,0,0,250000,500000,1410000,0,0,0,0,0,2160000.0
132,13,26 Court Street,renovate building to improve envelope roof new windows masonry repair and upgrade interior,Public Facilities Department,In Construction,Downtown/Government Center,165000000,0,0,0,0,0,7406316,6379489,80000000,71214195,0,0,0,0,0,165000000.0
133,13,Family Justice Center Building Envelope Repairs,window replacements and building envelope improvements,Public Facilities Department,In Construction,Allston/Brighton,2350000,0,0,0,0,0,97384,400000,1600000,252616,0,0,0,0,0,2350000.0
134,13,Municipal Facility Repairs,building renovations at various municipal buildings including city hall 26 court street and 1010 massachusetts avenue,Public Facilities Department,Implementation Underway,Multiple Neighborhoods,15034600,16745400,0,0,0,0,3599273,4000000,3000000,21180727,0,0,0,0,0,31780000.0
135,14,EMS Radio System Upgrades,design and implement upgrades to the ems radio system,Boston Public Health Commission,Implementation Underway,Citywide,23215000,0,0,0,0,0,5915057,1300000,8000000,7999943,0,0,0,0,0,23215000.0
136,14,EMS Seaport Station,design and construction of a new ems station,Public Facilities Department,In Design,South Boston,11000000,2000000,0,0,0,0,130611,900000,6000000,5969389,0,0,0,0,0,13000000.0
137,14,EMS Training Academy,renovate space at 201 rivermoor street to accommodate emergency medical services ems training requirements,Public Facilities Department,In Construction,West Roxbury,16275000,1935000,0,0,0,0,887544,5000000,8000000,4322456,0,0,0,0,0,18210000.0
138,14,Long Island Facility Preservation,repair and upkeep of buildings on long island that may be utilized in the development of the recovery campus,Public Facilities Department,In Design,Harbor Islands,20000000,18220000,0,0,0,0,0,500000,15000000,22720000,0,0,0,0,0,38220000.0
139,14,Long Island Recovery Campus,renovate existing buildings on long island to support the creation of a recovery campus,Public Facilities Department,To Be Scheduled,Harbor Islands,2000000,0,0,0,0,0,92543,100000,1000000,807457,0,0,0,0,0,2000000.0
140,14,Woods Mullen Shelter,replace elevator and relocate entryway to improve accessibility security and efficiency renovate bathrooms showers and increase bed space,Public Facilities Department,In Construction,South End,6217000,0,0,550000,0,0,2318135,1200000,2500000,198865,246358,125000,175000,3642,0,6767000.0
141,15,ADA/AAB Pedestrian Ramps,install or reconstruct pedestrian ramps to conform to current americans with disabilities act ada and architectural access board aab regulations,Public Works Department,Annual Program,Citywide,24800000,0,5300000,27000000,0,0,0,4500000,5000000,20600000,12364341,2100000,10000000,2535659,0,57100000.0
142,15,Amory Street Extension,reconstruct road sidewalks and lighting from amory street to the end,Public Works Department,In Design,Roxbury,1200000,0,0,0,0,0,0,0,200000,1000000,0,0,0,0,0,1200000.0
143,15,Boylston Street Sidewalks,design and construct sidewalk andor streetscape improvements on boylston street,Public Works Department,Annual Program,Back Bay,0,0,0,3761000,0,0,0,0,0,0,1062450,1250000,1350000,98550,0,3761000.0
144,15,Bridge Repairs,ongoing repairs at various cityowned bridges as needed to bring the portfolio of 40 bridges to a state of good repair this includes proactive maintenance and annual maintenance,Public Works Department,Annual Program,Multiple Neighborhoods,53000000,0,0,0,0,0,13906419,7000000,7000000,25093581,0,0,0,0,0,53000000.0
145,15,Cambridge Street Bridge,rehabilitate bridge performing repairs as needed,Public Works Department,To Be Scheduled,Charlestown,4250000,0,0,750000,0,2000000,0,0,0,4250000,0,0,500000,2250000,0,7000000.0
146,15,Commonwealth Avenue Phase 3 and 4,design and reconstruct commonwealth avenue from packards corner to kelton street with the addition of a cycle track state construction funding anticipated,Public Works Department,In Design,Allston/Brighton,2500000,0,0,0,0,0,1040593,0,150000,1309407,0,0,0,0,0,2500000.0
147,15,Commonwealth Avenue Phase 3B,construction of pedestrian and bicyclist safety measures on commonwealth avenue at and near the intersection of harvard avenue,Public Works Department,In Design,Allston/Brighton,0,0,10000000,1000000,0,0,0,0,0,10000000,0,0,0,1000000,0,11000000.0
148,15,Congress Street and Sleeper Street,reconstruct congress street from fort point channel to west service road and sleeper street to complete streets standards where applicable in order to provide safe multimodal streets including new sidewalks street lights trees and street furniture,Public Works Department,In Design,South Boston,7350000,0,0,250000,0,0,0,0,500000,6850000,0,0,0,250000,0,7600000.0
149,15,Cummins Highway,reconstruct road make traffic improvements install new pedestrian ramps enhance bike access install new tree plantings and improve lighting from river street in mattapan square to harvard street,Public Works Department,In Design,Mattapan,0,0,0,0,26500000,0,0,0,0,0,0,0,4000000,22500000,0,26500000.0
150,15,Dalton Street Bridge,design and construction to support the rehabilitation of the bridge,Public Works Department,In Construction,Back Bay,21000000,0,0,5725000,0,0,127060,6000000,7000000,7872940,4831692,893308,0,0,0,26725000.0
151,15,District Yard Improvements,facility assessment and improvements to the citys district yards utilized by the public works department,Public Works Department,To Be Scheduled,Multiple Neighborhoods,650000,550000,0,0,0,0,0,0,75000,1125000,0,0,0,0,0,1200000.0
152,15,Downtown Crossing,design improvements to the washington streetsummer streetwinter street intersections including reconstruction of the roadway implementation of a pedestrian zone or shared street and security improvements,Public Works Department,In Design,Downtown/Government Center,1700000,0,0,0,0,0,368051,50000,225000,1056949,0,0,0,0,0,1700000.0
153,15,East Eagle Street Shoreline,shoreline stabilization along chelsea creek near east eagle street,Public Works Department,In Design,East Boston,538000,0,0,0,0,0,0,0,200000,338000,0,0,0,0,646000,1184000.0
154,15,Emerald Necklace,develop a master plan to create an active green transportation corridor along columbia road that connects franklin park and the waterfront via the historic emerald necklace,Public Works Department,To Be Scheduled,Multiple Neighborhoods,0,0,0,11000000,0,0,0,0,0,0,0,0,200000,10800000,0,11000000.0
155,15,Footpath and Stairways,conduct assessment of footpaths and stairways throughout the city followed by reconstruction,Public Works Department,Annual Program,Citywide,3530000,0,0,0,0,0,147915,200000,400000,2782085,0,0,0,0,0,3530000.0
156,15,Friend Street,reconstruct street and sidewalk on friend street from new chardon street to causeway street,Public Works Department,In Construction,Downtown/Government Center,1750000,0,0,0,0,0,1041566,300000,408434,0,0,0,0,0,0,1750000.0
157,15,Harrison Avenue Improvements,road reconstruction improvements to harrison avenue between east berkeley street and herald street,Public Works Department,In Design,South End,0,0,0,2222050,0,0,0,0,0,0,100000,0,0,2122050,0,2222050.0
158,15,Long Island Bridge Replacement,design and construct a new bridge from moon island to long island demolish and remove the former bridge,Public Works Department,In Design,Harbor Islands,78000000,0,0,30758144,0,0,23933215,100000,100000,53866785,2751330,50000,100000,27856814,0,108758144.0
159,15,McArdle Bridge,design phase of bridge structure rehabilitation,Public Works Department,In Design,East Boston,10000000,5000000,0,0,0,0,0,0,2000000,13000000,0,0,0,0,0,15000000.0
160,15,New Market One Ways,redesign massachusetts avenue between melnea cass boulevard and theodore glynn way for safety improvements that improve walking biking and public transit access,Public Works Department,To Be Scheduled,Roxbury,850000,0,0,0,0,0,5327,0,0,844673,0,0,0,0,0,850000.0
161,15,North Washington Street Bridge,design and construction of a new bridge that will replace the existing structure state and federal construction funds awarded,Public Works Department,In Construction,Charlestown,9184468,0,0,35270000,0,0,5673066,50000,100000,3361402,12811176,500000,4500000,17458824,178067519,222521987.0
162,15,Northern Avenue Bridge,rebuild the bridge and preserve certain elements of the historic structure while creating a transformative multimodal bridge that prioritizes pedestrians and shared public space,Public Works Department,In Design,South Boston,10000000,0,0,12945000,8155000,0,0,0,0,10000000,8918839,100000,4000000,8081161,0,31100000.0
163,15,Retaining Walls,construction funds to support a multiyear capital improvement program to repair and maintain retaining walls in the public rightofway,Public Works Department,Annual Program,Citywide,1200000,1000000,0,0,0,0,565504,25000,200000,1409496,0,0,0,0,0,2200000.0
164,15,Ruggles Street,design and build a context sensitive ruggles street between washington street and ruggles mbta station adhering to complete street guidelines,Public Works Department,In Construction,Roxbury,0,0,0,5000000,0,1500000,0,0,0,0,2370595,3767420,200000,161985,0,6500000.0
165,15,Sidewalk Reconstruction,response to 311 requests for sidewalk and ramp repairs and reconstruction,Public Works Department,Annual Program,Citywide,2000000,1000000,0,0,0,0,0,2000000,1000000,0,0,0,0,0,0,3000000.0
166,15,State Street,reconstruct road sidewalks and lighting from congress street to rose kennedy greenway,Public Works Department,In Design,Downtown/Government Center,1500000,0,3500000,0,0,0,0,0,0,5000000,0,0,0,0,0,5000000.0
167,15,Storm Water Pollution Study,engineering study to identify methods to eliminate storm water pollution,Public Works Department,To Be Scheduled,South End,150000,0,0,0,0,0,0,0,75000,75000,0,0,0,0,0,150000.0
168,15,Street Light Gas Lamps,using utility subsidies this program is designed to retrofit solar powered timers to activate gas lamp street lights,Public Works Department,Annual Program,Multiple Neighborhoods,950000,212500,900000,187500,0,0,128750,450000,450000,1033750,44250,25000,0,118250,0,2250000.0
169,15,Street Light LED Conversion,a citywide project to convert mercury and sodium vapor streetlights to light emitting diode led lights,Public Works Department,Annual Program,Citywide,1540000,3000000,0,0,0,0,42400,635000,600000,3262600,0,0,0,0,0,4540000.0
170,15,Street Lighting Assessment,implement a system wide structural assessment on all city street lighting infrastructure,Public Works Department,To Be Scheduled,Citywide,750000,0,0,0,0,0,0,25000,200000,525000,0,0,0,0,0,750000.0
171,15,Sullivan Square / Rutherford Avenue,engineering and design services to provide for corridorwide transportation improvements state and federal funding anticipated,Boston Transportation Department,In Design,Charlestown,3706000,500000,0,4409403,0,0,3675426,280574,250000,0,3700142,25000,250000,434261,162000000,170615403.0
172,15,Summer Street Phase 2,continuation of crossroads initiative at summer street to improve roadway sidewalks street lighting and bicyclist safety phase 1 scope included area from fort point channel to boston wharf road phase 2 will extend from bcec towards south boston,Public Works Department,In Design,South Boston,0,0,0,600000,0,0,0,0,0,0,0,0,0,600000,0,600000.0
173,15,Washington Street / Traveler Street,roadway improvements to washington street from east berkeley street to herald street and traveler street between washington street and harrison avenue improvements include resurfacing pavement markings and new traffic signals,Public Works Department,In Construction,South End,0,0,0,1750000,0,0,0,0,0,0,471753,50000,230000,998247,0,1750000.0
174,15,Whittier Street Housing Development Roadways,reconstruct roads and sidewalks in the whittier street housing development in conjunction with a 30m hud grant to revitalize the development and surrounding neighborhood,Public Works Department,In Design,Roxbury,0,0,0,1000000,0,0,0,0,0,0,0,0,1000000,0,0,1000000.0
175,16,Arboretum Gateway Path,construct the arboretum gateway path which will create new entrances to the arnold arboretum and extend the blackwell path south to roslindale square the first phase includes a new entrance at the end of arboretum road,Boston Transportation Department,In Construction,Roslindale,400000,0,0,200000,0,0,0,0,400000,0,0,0,200000,0,500000,1100000.0
176,16,Bike Share Network Expansion,expand citys bike share network to connect neighborhoods that are further from frequent reliable rail transit and support strong demand in employment centers and commercial hubs,Boston Transportation Department,Annual Program,Citywide,750000,0,0,4750000,0,0,0,750000,0,0,2357937,0,1350000,1042063,0,5500000.0
177,16,Blossom Street,upgrades to blossom street including upgraded lighting geometric changes for pedestrian safety roadway resurfacing and pavement markings including bicyclist accommodations,Public Works Department,To Be Scheduled,West End,0,0,0,2000000,0,0,0,0,0,0,0,0,0,2000000,0,2000000.0
178,16,Bowdoin Street / Geneva Avenue,design transportation improvements in the bowdoin street and geneva avenue area in dorchester,Boston Transportation Department,In Design,Dorchester,300000,0,0,0,0,0,0,0,100000,200000,0,0,0,0,0,300000.0
179,16,Boylston Street,redesign and reconstruct boylston street from ipswich street south to park drive and the muddy river crossing build protected bike lanes a midblock crossing upgraded signals replacement lighting and new sidewalks in certain locations,Boston Transportation Department,In Construction,Back Bay,0,0,0,1376299,0,0,0,0,0,0,793701,0,250000,332598,8500000,9876299.0
180,16,Centre Street / South Street,redesign portions of centre street and south street in jamaica plain using a complete streets approach,Boston Transportation Department,To Be Scheduled,Jamaica Plain,1000000,0,0,0,0,0,341690,0,658310,0,0,0,0,0,0,1000000.0
181,16,Centre Street Safety Improvements,design and implement pedestrian and bicycle safety improvements on centre street in west roxbury,Boston Transportation Department,In Design,West Roxbury,400000,0,0,0,0,0,0,100000,100000,200000,0,0,0,0,0,400000.0
182,16,Dedicated Bus Lanes,transform several corridors citywide for rapid bus transit including the construction of dedicated bus lanes on summer street boylston street and st james street and clarendon street,Boston Transportation Department,Annual Program,Citywide,11300000,0,0,1643700,0,0,294808,300000,5000000,5705192,1064091,250000,250000,79609,0,12943700.0
183,16,Nubian Square Improvements,roadway improvements from shawmut avenue to harrison avenue including six key nubian square intersections the scope of work includes geometric changes new traffic signal equipment and timing bike lanes and streetscape improvements,Boston Transportation Department,In Construction,Roxbury,922183,0,0,14977817,0,2000000,792104,130079,0,0,5473389,200000,2000000,9304428,0,17900000.0
184,16,Eagle Square,design for traffic flow and safety improvements in eagle square,Boston Transportation Department,In Design,East Boston,150000,0,0,2000000,0,0,0,0,100000,50000,0,0,0,2000000,0,2150000.0
185,16,Egleston Square,redesign of egleston square featuring widened sidewalks median realignment new crosswalks raised crosswalks and neckdowns traffic signal improvements and rehabilitation of the sculpture garden,Boston Transportation Department,In Design,Roxbury,6910000,0,0,1000000,0,0,0,0,0,6910000,545043,100000,250000,104957,0,7910000.0
186,16,Electric Charging Stations,installation of electric vehicle charging stations at various municipal lots,Boston Transportation Department,Implementation Underway,Citywide,0,0,0,650000,700000,0,0,0,0,0,103890,100000,1000000,146110,0,1350000.0
187,16,Green Links,annual program to create a connected network of pedestrian and bicycle paths that will allow more access to green open spaces,Boston Transportation Department,Annual Program,Citywide,700000,0,500000,150116,0,0,254253,50000,204000,691747,118210,31906,0,0,0,1350116.0
188,16,JFK / UMASS Station,study improvements and create a transportation action plan for the mbtas jfkumass station area,Boston Transportation Department,In Design,Dorchester,0,0,0,250000,0,0,0,0,0,0,0,50000,150000,50000,0,250000.0
189,16,Strategic Bike Network: Mass. Ave. South of Melnea Cass Blvd.,reconfigure an existing pedestrian island at massachusetts avenue between melnea cass and theodore glynn and create a bike lane from columbia road in dorchester to melnea cass in roxburysouth end,Public Works Department,In Construction,Dorchester,2400000,0,0,0,0,0,204748,500000,1000000,695252,0,0,0,0,0,2400000.0
190,16,Municipal Parking Lots,lighting paving restriping and other upgrades to municipal parking lots citywide,Boston Transportation Department,Annual Program,Citywide,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000.0
191,16,Operations Center at 12 Channel Street,renovations to address interior office improvements heating ventilation and sound,Public Facilities Department,In Construction,South Boston,2500000,0,0,0,0,0,1743046,150000,606954,0,0,0,0,0,0,2500000.0
192,16,Rapid Bus Transportation Seaport,develop an action plan and implementation program for rapid bus transit between north station and the seaport,Boston Transportation Department,In Design,Multiple Neighborhoods,0,0,0,260000,0,0,0,0,0,0,106028,153972,0,0,0,260000.0
193,16,Roslindale Gateway,design relative to the arboretum road green link project,Parks and Recreation Department,To Be Scheduled,Roslindale,0,0,0,50000,0,0,0,0,0,0,33835,5325,10000,840,0,50000.0
194,16,Safe and Reliable Streets,support anticongestion efforts citywide through data collection safety and public realm improvements includes staff support to augment operational needs funded by state tnc revenue,Boston Transportation Department,Annual Program,Citywide,0,0,0,6023207,988900,0,0,0,0,0,2801745,550000,1000000,2660362,0,7012107.0
195,16,Southwest Corridor Bike Path Extension,advance planning and design for a go boston 2030 priority project that would extend the southwest corridor via onstreet bike facilities to connect with major destinations in downtown and beacon hill,Boston Transportation Department,In Construction,Multiple Neighborhoods,0,0,0,250000,0,0,0,0,0,0,250000,0,0,0,0,250000.0
196,16,Strategic Bike Network Project,maximize usage in existing high volume bike lanes via construction of bike lane extensions and connections with citywide key bike corridors implement new bike corridor accelerator to complete large parts of downtown and outlying networks,Boston Transportation Department,Annual Program,Citywide,14300000,0,0,1000000,2000000,0,3344314,2000000,4500000,4455686,1000000,0,1000000,1000000,0,17300000.0
197,16,Traffic Signal Construction at 5 locations,design and construct safety improvements to various traffic signals throughout the city,Boston Transportation Department,In Design,Multiple Neighborhoods,3400000,0,0,0,0,0,0,900000,1250000,1250000,0,0,0,0,0,3400000.0
198,16,Transportation Action Plan Implementation,create conceptual designs for key projects identified from planning studies and action plans,Boston Transportation Department,Annual Program,Citywide,300000,0,0,0,0,0,0,0,100000,200000,0,0,0,0,0,300000.0
199,16,Tremont Street,redesign and reconstruction of tremont street from herald street to massachusetts avenue to include permanent safety improvements to crossings accessibility upgrades dedicated bicyclist space and potential dropoff zones for ridesharing,Public Works Department,In Construction,South End,1000000,0,0,9539452,0,0,0,0,0,1000000,1702274,3000000,4500000,337178,0,10539452.0
200,16,Vision Zero,implement roadway design changes to reduce speeds control movements and improve the visibility of vulnerable users,Boston Transportation Department,Annual Program,Citywide,17922192,0,2077808,8000000,2600000,0,12211454,1000000,2000000,4788546,803628,2000000,4000000,3796372,0,30600000.0
201,16,Vision Zero: Neighborhood Slow Streets,design and construct neighborhood slow street zones throughout the city,Boston Transportation Department,Annual Program,Multiple Neighborhoods,0,0,0,10900000,3500000,0,0,0,0,0,2943592,1250000,5000000,5206408,0,14400000.0
202,0,BCYF Hyde Park Community Center,interior and exterior building renovation including improvements to athletic facilities redesign of the front entrance window and door replacements and other facility upgrades to enable using the facility as a sheltering site yearround,Public Facilities Department,To Be Scheduled,Hyde Park,1000000,0,0,0,0,0,0,0,100000,900000,0,0,0,0,0,1000000.0
203,0,BCYF Roslindale Community Center,interior and exterior building renovation including improvements to athletic facilities redesign the front entrance window and door replacements and other facility upgrades to enable using the facility as a sheltering site yearround,Public Facilities Department,To Be Scheduled,Roslindale,1000000,0,0,0,0,0,0,75000,100000,825000,0,0,0,0,0,1000000.0
204,0,Youth Budget Round 9,engage youth across the city to create a capital youth budget using participatory budgeting methods,Youth Engagement and Employment,Implementation Underway,Citywide,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000.0
205,2,Central Library Façade Study and Repairs,perform a study of the condition of the facades of the johnson and mckim buildings and make repairs as needed,Boston Public Library,To Be Scheduled,Back Bay,400000,0,0,0,0,0,0,100000,200000,100000,0,0,0,0,0,400000.0
206,2,South Boston Branch Library Study,conduct a facility assessment and develop a building program that reflects the bpls compass principles and supports the needs of the neighborhood design and construct a new branch library,Public Facilities Department,To Be Scheduled,South Boston,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,250000.0
207,3,Window Repair and Replacement,replace or make significant repairs to windows at various schools to increase ventilation,Boston Public Schools,To Be Scheduled,Citywide,5111005,0,2111005,0,0,0,0,0,250000,6972010,0,0,0,0,0,7222010.0
208,3,East Boston School Study,study to design a future school facilities in east boston,Public Facilities Department,To Be Scheduled,East Boston,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,500000.0
209,3,BPS Building Reprogramming,upgrade building facilities to facilitate grade reconfigurations at various schools,Boston Public Schools,Annual Program,Citywide,11780000,230000,0,0,0,0,1185951,2250000,1500000,7074049,0,0,0,0,0,12010000.0
210,3,Exterior Grounds Improvements,improve landscaping walkways paving and outdoor lighting and signage at various schools,Boston Public Schools,Annual Program,Citywide,12250000,0,0,0,0,0,0,1500000,1500000,9250000,0,0,0,0,0,12250000.0
211,3,Auditorium Improvements,repair and upgrade auditorium facilities at various schools including lighting seating and sound equipment,Boston Public Schools,Annual Program,Citywide,2000000,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,2000000.0
212,3,21st Century Interior Improvements,improve interior spaces at various schools to promote a 21st century learning experience including lighting security classroom technology and wayfinding,Boston Public Schools,To Be Scheduled,Citywide,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000.0
213,3,Accessibility Improvements,upgrade facilities at various schools to increase building accessibility including improvements to ramps doors and elevators,Boston Public Schools,Annual Program,Citywide,1000000,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,1000000.0
214,3,Bradley School Envelope,repair masonry windows and doors,Public Facilities Department,In Design,East Boston,1663839,0,0,0,0,0,0,40000,400000,1223839,0,0,0,0,0,1663839.0
215,3,Mather School Envelope,repair roof masonry windows and doors,Public Facilities Department,In Design,Dorchester,3050000,0,0,0,0,0,9867,225000,1500000,1315133,0,0,0,0,0,3050000.0
216,3,Henderson Upper School Yard,design and construct a new school yard at the henderson upper school,Public Facilities Department,In Design,Dorchester,1000000,0,0,0,0,0,26525,50000,823475,100000,0,0,0,0,0,1000000.0
217,3,Elementary and Grades 7-12 Programming/Siting Study,study to develop space programs and to evaluate potential sites for future elementary and grades 712 schools,Public Facilities Department,Study Underway,Citywide,3000000,0,0,0,0,0,0,600000,2400000,0,0,0,0,0,0,3000000.0
218,3,Irving School Renovations,upgrade building facilities at the irving school to facilitate grade reconfiguration,Public Facilities Department,In Design,Roslindale,5200000,85570000,0,0,0,0,0,500000,25000000,65270000,0,0,0,0,0,90770000.0
219,4,FY22 IT Investment Proposals,identify and procure it solutions for city departments,Department of Innovation and Technology,Implementation Underway,Citywide,500000,0,0,0,0,0,0,3000,250000,247000,0,0,0,0,0,500000.0
220,4,Citywide Revenue Modernization,planning and design of a centralized collections system to maximize city revenue,Department of Innovation and Technology,Implementation Underway,Citywide,650000,0,0,0,0,0,0,0,650000,0,0,0,0,0,0,650000.0
221,4,Trunked Radio System,design and implementation of upgrades to the trunked radio system,Department of Innovation and Technology,Implementation Underway,Citywide,6156000,0,0,0,0,0,869024,2500000,2786976,0,0,0,0,0,0,6156000.0
222,6,Mattahunt Woods Preservation,clean up debris manage invasive species and build trails to restore wetland habitat and create usable open space,Parks and Recreation Department,To Be Scheduled,Mattapan,750000,0,0,0,0,0,-18400,375000,393400,0,0,0,0,0,0,750000.0
223,8,BHA Orient Heights,city funding for phase 3 consisting of 123 units of housing gateway park and community center,Boston Housing Authority,Implementation Underway,East Boston,19000000,0,0,0,0,0,16576112,0,0,2423888,0,0,0,0,0,19000000.0
224,9,Book Mark'd,fabricate and install a bronze sculpture of books for the entrance of the mattapan branch library,Office of Arts and Culture,Implementation Underway,Mattapan,250000,0,0,0,0,0,0,100000,150000,0,0,0,0,0,0,250000.0
225,9,Edward O. Gourdin and African American Veterans Memorial,complete fabrication and install a bronze memorial portrait of justice gourdin and ten basrelief portraits of african american veterans of wars from the american revolution to the iraq war,Office of Arts and Culture,Implementation Underway,Roxbury,150000,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,150000.0
226,9,The Legacy of Frederick Douglass,fabricate and install a bronze figure grouping and construct a plaza honoring frederick douglass in douglass square,Office of Arts and Culture,Implementation Underway,Roxbury,550000,0,0,0,0,0,0,75000,150000,325000,0,0,0,0,0,550000.0
227,11,Bay Village Neighborhood Park,comprehensive park renovation and addition of new plantings park furniture and interpretive feature describing neighborhood history,Parks and Recreation Department,In Design,Bay Village,550000,0,0,0,0,0,5758,25000,125000,394242,0,0,0,0,25000,575000.0
228,11,Dorchester Park Pathways,mill and repave existing paved walkways in dorchester park,Parks and Recreation Department,In Design,Dorchester,1820000,0,0,0,0,0,0,0,100000,1720000,0,0,0,0,0,1820000.0
229,11,Harambee Park Phase 4,reconstruction of both cricket fields and the little league field,Parks and Recreation Department,In Design,Dorchester,2090000,0,0,0,0,0,0,0,500000,1590000,0,0,0,0,0,2090000.0
230,11,McLean Playground,improvements to basketball court and nearby areas to improve accessibility and access to the site,Parks and Recreation Department,In Design,East Boston,910000,0,0,0,0,0,0,250000,660000,0,0,0,0,0,0,910000.0
231,11,Paula Titus Park,design and construction of a new park,Parks and Recreation Department,In Construction,Roxbury,1000000,0,0,0,0,0,25875,125000,700000,149125,0,0,0,0,35000,1035000.0
232,11,Jamaica Pond Boathouse Study,programming study for jamaica pond boathouse,Public Facilities Department,To Be Scheduled,Jamaica Plain,500000,0,0,0,0,0,0,0,50000,450000,0,0,0,0,0,500000.0
233,11,Greenhouses at Franklin Park,renovation and heating system upgrades for bprds greenhouse facility,Public Facilities Department,To Be Scheduled,Roxbury,750000,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,750000.0
234,11,Ringer Playground,design of recommendations from the master plan,Parks and Recreation Department,In Design,Allston/Brighton,250000,1450000,0,0,0,0,0,0,125000,1575000,0,0,0,0,0,1700000.0
235,11,Public Garden Tool House,design of facility upgrades at the public garden tool shed,Public Facilities Department,In Design,Beacon Hill,300000,8310000,0,0,0,0,0,100000,500000,8010000,0,0,0,0,0,8610000.0
236,12,Police Academy HVAC Repairs,replace hvac and boiler system at the police academy,Public Facilities Department,In Construction,Hyde Park,970000,0,0,0,0,0,31500,250000,688500,0,0,0,0,0,0,970000.0
237,14,IT Disaster Recovery/Business Continuity,establish a disaster recovery site to increase disaster preparedness of bphcs primary computer system infrastructure,Department of Innovation and Technology,To Be Scheduled,Citywide,565000,0,0,0,0,0,0,0,200000,365000,0,0,0,0,0,565000.0
238,14,Northampton Square Electrical Improvements,implement electrical upgrades at northampton square including separation of the miranda creamer low rise electrical service from the high rise,Public Facilities Department,In Construction,Roxbury,330000,0,0,0,0,0,12500,75000,240000,2500,0,0,0,0,0,330000.0
239,14,EMS Neighborhood Station Study,programming and site evaluation to support ems facilities that better serve each community with emergency medical services,Public Facilities Department,To Be Scheduled,Citywide,100000,400000,0,0,0,0,0,0,100000,400000,0,0,0,0,0,500000.0
240,15,Massachusetts Avenue and Melnea Cass Boulevard Intersection,redesign the intersection of massachusetts avenue and melnea cass boulevard to improve pedestrian bicycle and vehicular safety,Public Works Department,In Design,Multiple Neighborhoods,1500000,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,1500000.0
241,16,Parking Meter and School Zone Signal Upgrade,upgrade the technological infrastructure for all city meters and school zone signals,Boston Transportation Department,Implementation Underway,Citywide,0,0,0,1650000,0,0,0,0,0,0,345165,865000,325000,114835,0,1650000.0
242,16,Bikeshare Dock Replacement,replace portions of citys bikeshare system including docks kiosks and bikes,Boston Transportation Department,Implementation Underway,Citywide,0,0,0,1250000,521100,500000,0,0,0,0,0,1000000,1250000,21100,0,2271100.0
243,11,Field House Programming Study,study and design of facility and programming improvements at billings field fieldhouse and lee playground fieldhouse,Public Facilities Department,To Be Scheduled,Multiple Neighborhoods,125000,0,0,0,0,0,0,0,125000,0,0,0,0,0,0,125000.0
